Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Username_password""), password)",Chrome 121.0.0.0,,,12-02-2024 12:40:02,12-02-2024 12:40:03,1.469s,PASSED
"sendKeys(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Username_password""), Keys.chord(ENTER))",Chrome 121.0.0.0,,,12-02-2024 12:40:03,12-02-2024 12:40:04,1.115s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/div_SPEAKERS                        Shop Now""))",Chrome 121.0.0.0,,,12-02-2024 12:40:04,12-02-2024 12:40:12,7.397s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/img_SHOP NOW_25""))",Chrome 121.0.0.0,,,12-02-2024 12:40:12,12-02-2024 12:40:14,2.537s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_ADD TO CART""))",Chrome 121.0.0.0,,,12-02-2024 12:40:14,12-02-2024 12:40:19,4.747s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_CHECKOUT  (1,138.00)""))",Chrome 121.0.0.0,,,12-02-2024 12:40:19,12-02-2024 12:40:21,2.108s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_NEXT""))",Chrome 121.0.0.0,,,12-02-2024 12:40:21,12-02-2024 12:40:25,3.785s,PASSED
"if (paymentMethod == ""safepay"")",Chrome 121.0.0.0,,,12-02-2024 12:40:25,12-02-2024 12:40:25,0.000s,PASSED
else,Chrome 121.0.0.0,,,12-02-2024 12:40:25,12-02-2024 12:40:26,1.269s,FAILED
Video,Chrome 121.0.0.0,,,12-02-2024 12:40:28,12-02-2024 12:40:28,0.001s,PASSED
